"Company","ATS","Title","Field","Team","Location","Region","Employment","PayMin","PayMax","PayInterval","Education","URL","DefenseRelevance","DefenseSignal"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Manager","team-administrative-support-primary","","Umatilla, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10485004/data-center-manager","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Engineering Operations Technician, DCC Communities ","team-support","","San Francisco, CA","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10433505/engineering-operations-technician-dcc-communities","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Network Deploy Technician, GND Deploy","team-support-engineer-primary","","Manassas, VA","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10494622/data-center-network-deploy-technician-gnd-deploy","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Commissioning Engineer, Amazon Commissioning","team-support-engineer-primary","","Herndon, VA","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10470526/commissioning-engineer-amazon-commissioning","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Facility Manager","team-support-engineer-primary","","Louisa, VA","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10523642/data-center-facility-manager","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Infrastructure Delivery Manager","team-support-engineer-primary","","Sparks, NV","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10431239/data-center-infrastructure-delivery-manager","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs"," Engineering Operation Technician","team-administrative-support-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10510721/engineering-operation-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","DCEO Engr 4, PDX54 DCEO ","team-support-engineer-primary","","Umatilla, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10493016/dceo-engr-4-pdx54-dceo","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Technician","team-support-engineer-primary","","Manassas, VA","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10436513/data-center-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Engineering Operations Technician, PDX54","team-support-engineer-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10404079/engineering-operations-technician-pdx54","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Engineering Operations Technician","team-support-engineer-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10397395/engineering-operations-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Engineering Operations Technician","team-support-engineer-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10397390/engineering-operations-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Engineering Operations Technician, DCC Communities ","team-support-engineer-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/3150415/engineering-operations-technician-dcc-communities","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Manager - Nights","team-it-services","","Wilmer, TX","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10507555/data-center-manager-nights","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Technician, DCC Communities","team-support-engineer-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10387116/data-center-technician-dcc-communities","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Technician","team-it-services","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10415010/data-center-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Technician","team-it-services","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10413873/data-center-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Technician","team-it-services","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10410419/data-center-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Network Deploy Technician , Global Network Delivery","team-support","","Umatilla, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10445294/network-deploy-technician-global-network-delivery","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Operations Technician","team-administrative-support-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10459296/data-center-operations-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs"," Data Center Technician","team-administrative-support-primary","","Hermiston, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10436508/data-center-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Technician, DCC Communities","team-support-engineer-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10387134/data-center-technician-dcc-communities","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Operations Technician","team-administrative-support-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10413937/data-center-operations-technician","gov_customer","govcloud"
