"Company","ATS","Title","Field","Team","Location","Region","Employment","PayMin","PayMax","PayInterval","Education","URL","DefenseRelevance","DefenseSignal"
"Oracle","Oracle Recruiting","Cloud Account Executive- Government, Defense & Intelligence","","","Reston, VA","US (CONUS)","","","","","","https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/339818","gov_customer","federal government"
"Oracle","Oracle Recruiting","Senior Knowledge Leader - VA Federal Consulting/Oracle Health - Radiology","","","United States","US (CONUS)","","","","","","https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/330567","gov_customer","department of defense"
"Oracle","Oracle Recruiting","Consulting Technical Manager, AI Data Engineer - Government, Defense & Intelligence","","","Reston, VA","US (CONUS)","","","","","","https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/337772","cleared","ts/sci"
"Oracle","Oracle Recruiting","Consulting Technical Manager,  Senior Cloud Architect -Government, Defense & Intelligence","","","Reston, VA","US (CONUS)","","","","","","https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/337773","cleared","ts/sci"
"Oracle","Oracle Recruiting","Systems Engineer","","","Reston, VA","US (CONUS)","","","","","","https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/337823","cleared","ts/sci"
"Oracle","Oracle Recruiting","SkillBridge NetSuite Military Fellowship: September - November 2026","","","Nashville, TN","US (CONUS)","","","","","","https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/335443","gov_customer","department of defense"
"Oracle","Oracle Recruiting","SCA Project Manager Intern - OVIP","","","Seattle, WA","US (CONUS)","","","","","","https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/334344","gov_customer","dod"
"Oracle","Oracle Recruiting","ONA AI Agent Intern (Logistics Focus) - OVIP","","","Austin, TX","US (CONUS)","","","","","","https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/334345","gov_customer","public sector"
"Oracle","Oracle Recruiting","Senior Knowledge Leader - Cerner Patient Accounting","","","United States","US (CONUS)","","","","","","https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/333571","gov_customer","department of defense"
"Oracle","Oracle Recruiting","Clinical Consultant (RN) — Federal Healthcare EHR Adoption","","","United States","US (CONUS)","","","","","","https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/341503","gov_customer","federal agencies"
"Oracle","Oracle Recruiting","Clinical Consultant (Oncology) — Federal Healthcare EHR Adoption","","","United States","US (CONUS)","","","","","","https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/333780","gov_customer","federal agencies"
"Oracle","Oracle Recruiting","Consulting Technical Manager, AI Data Engineer","","","Reston, VA","US (CONUS)","","","","","","https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/337762","cleared","ts/sci"
"Oracle","Oracle Recruiting","Clinical Consultant (RN) — Federal Healthcare EHR Adoption","","","United States","US (CONUS)","","","","","","https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/333777","gov_customer","federal agencies"
"Oracle","Oracle Recruiting","Principal Consultant - Medicare","","","Kansas City, MO","US (CONUS)","","","","","","https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/330571","gov_customer","federal agencies"
